CID CIDint IDSURVEY TYPE FIELD CUTFLAG_SNANA zCMB zCMBERR zHD zHDERR VPEC VPEC_ERR HOST_LOGMASS HOST_LOGMASS_ERR SNRMAX1 SNRMAX2 SNRMAX3 PKMJD PKMJDERR x1 x1ERR c cERR mB mBERR x0 x0ERR COV_x1_c COV_x1_x0 COV_c_x0 NDOF FITCHI2 FITPROB RA DECL TGAPMAX TrestMIN TrestMAX MWEBV MU MUMODEL MUERR MUERR_RAW MURES MUPULL ERRCODE biasCor_mu biasCorErr_mu biasCor_mB biasCor_x1 biasCor_c biasScale_muCOV IDSAMPLE
2002bz 15 63 0 NULL 1 0.03762 0 0.038 0 114.7267 0 10.984 0.118 47.6393 32.2536 27.7911 52366.809 1.023 -1.17994 0.2364 -0.111899 0.0470447 16.6762 0.0904081 0.00383269 0.000319144 -4.0197E-05 7.36442E-06 -1.16557E-05 5 2.1867 0.9017 216.168854 26.626471 16.5109 6.4153 34.2838 0.01634 36.0849 36.1197 0.1281 0.1306 0.001 0.007 0 0.178 0.003 -0.051 -0.022 -0.063 0.567 0
2002ck 16 63 0 NULL 1 0.03031 0 0.0299 0 -124.582 0 10.976 0.143 83.3517 83.3044 76.8889 52396.895 0.583 0.1322 0.0900124 -0.0283621 0.0304414 16.1235 0.0681565 0.00637673 0.000400296 -0.000321322 4.97623E-06 -8.99498E-06 14 27.56 0.0244913 236.753174 -0.99026 22.3064 5.2912 40.1599 0.08428 35.5865 35.5862 0.1228 0.1002 0.039 0.318 0 0.02 0.002 -0.009 -0.017 -0.009 0.687 0
2002cr 17 63 0 NULL 1 0.01025 0 0.01012 0 -39.0332 0 9.81 3.449 100 90.9155 71.4286 52408.859 0.047 -0.506246 0.0625243 -0.0164778 0.0261294 13.9759 0.0329701 0.0460952 0.00139976 7.48448E-05 -1.83161E-05 -3.04707E-05 23 46.7467 0.00241247 211.656876 -5.43926 18.886 -9.53974 28.0619 0.02064 33.2551 33.2014 0.1922 0.1938 0.062 0.324 0 0.006 0.005 -0.005 -0.005 -0.003 0.747 0
2002de 18 63 0 NULL 1 0.02827 0 0.0258 0 -740.445 0 10.661 0.154 83.3274 76.9185 62.5041 52434.008 0.171 0.4583 0.3453 0.1152 0.027291 16.4294 0.0318903 0.00481109 0.000141311 0.0025079 -1.49216E-05 -3.32373E-06 13 9.6145 0.7251 244.126389 35.708359 2.9977 -5.64594 5.1976 0.01634 35.4968 35.2593 0.1434 0.1084 0.273 1.9 0 -0.063 0.004 0.015 0.001 0.021 0.87 0
2002dp 21 63 0 NULL 1 0.01045 0 0.01038 0 -19.8911 0 10.567 0.486 52.6316 43.4739 33.3425 52451.23 0.158 -0.279289 0.2272 0.095423 0.03001 14.3686 0.0430317 0.0321029 0.00127235 0.00199053 -8.71735E-05 -3.13594E-05 22 20.3961 0.5583 352.125427 22.42724 6.8616 -4.70309 15.0244 0.04214 33.385 33.2569 0.2065 0.1921 0.137 0.662 0 -0.054 0.008 0.013 -0.01 0.018 0.873 0
2002eu 22 63 0 NULL 1 0.03671 0 0.03791 0 360.1198 0 10.754 0.417 47.6283 41.6824 28.5678 52518.137 0.071 -2.06584 0.3823 0.0689425 0.0824753 17.0629 0.1168 0.00268446 0.000288667 0.0159508 -8.3402E-05 -2.00807E-05 3 1.2165 0.7491 27.43145 32.628422 21.9935 11.7685 36.8002 0.0387 35.9261 36.1144 0.2138 0.2106 -0.153 -0.714 0 -0.083 0.005 0.016 -0.08 0.023 0.812 0
2002G 25 63 0 NULL 1 0.03449 0 0.03507 0 171.3746 0 10.941 0.021 50.0052 32.2584 27.0329 52300.074 0.501 -1.51098 0.4355 0.2226 0.0418993 17.3345 0.0676441 0.0020902 0.000130225 0.00511262 -4.39482E-05 -3.87768E-06 5 7.2399 0.2034 196.980347 34.0853 24.1739 -4.44403 43.8735 0.01032 35.7674 35.9408 0.1763 0.1492 -0.135 -0.764 0 -0.132 0.011 0.036 -0.03 0.044 0.91 0
2002ha 26 63 0 NULL 1 0.01224 0 0.01268 0 132.068 0 11.072 0.452 100 100 100 52581.352 0.117 -1.37578 0.0775184 -0.0467151 0.0311742 14.5249 0.0614874 0.0278003 0.00157439 -1.80235E-05 -5.114E-06 -3.77635E-05 22 12.6701 0.942 311.827484 0.3126 10.8564 -4.1174 32.3262 0.08428 33.7891 33.6953 0.1652 0.1643 0.102 0.62 0 0.051 0.003 -0.016 -0.009 -0.019 0.701 0
2002he 27 63 0 NULL 1 0.02484 0 0.02525 0 124.192 0 10.867 3.559 50 47.6087 47.6084 52586.211 0.117 -1.83266 0.1875 -0.0295058 0.0342628 16.012 0.0506923 0.00706656 0.000329933 0.00237568 -3.71452E-05 -9.15347E-06 22 13.3147 0.924 124.995018 62.82048 17.5113 -6.61105 27.4736 0.03354 35.1704 35.2116 0.133 0.1155 -0.006 -0.046 0 0.022 0.002 -0.01 -0.032 -0.01 0.701 0
2002kf 29 63 0 NULL 1 0.01948 0 0.01908 0 -120.007 0 9.574 4.611 100 90.913 76.9147 52639.922 0.095 -1.15153 0.0558791 -0.0325399 0.0319986 15.4834 0.0694801 0.0114984 0.000735825 -0.000218529 1.78615E-06 -1.85276E-05 23 37.5426 0.0385965 99.313683 49.85302 12.0333 1.3988 33.701 0.09976 34.6965 34.5932 0.1402 0.1237 0.163 1.162 0 0.031 0.002 -0.011 -0.003 -0.011 0.722 0
2003ae 30 63 0 NULL 1 0.0338 0 0.03489 0 327.1479 0 9.749 0.03 49.9936 35.7225 35.7105 52667.957 0.925 -1.7893 0.2484 0.1305 0.0727016 17.0586 0.1331 0.00269489 0.000330291 0.00644245 -4.14766E-05 -2.20686E-05 11 13.7537 0.3167 142.09404 27.444799 12.518 11.0242 40.9086 0.02064 35.6974 35.9294 0.1816 0.1616 -0.193 -1.064 0 -0.096 0.005 0.023 -0.054 0.03 0.867 0
2003ch 32 63 0 NULL 1 0.02922 0 0.0295 0 83.9492 0 10.632 3.794 66.678 66.6667 62.5052 52726.219 0.248 -1.30453 0.1587 -0.0154138 0.029959 16.4792 0.0486751 0.0045952 0.00020601 -0.000483737 2.47032E-06 -4.64699E-06 13 17.8153 0.1647 109.491211 9.69301 12.6079 -0.072154 31.0147 0.0602 35.6904 35.5563 0.1283 0.1066 0.169 1.319 0 0 0.002 -0.003 -0.01 -0.001 0.708 0
2003cq 33 63 0 NULL 1 0.03375 0 0.03416 0 124.2069 0 11.217 0.037 62.5168 58.8452 -99 52739.727 0.16 -0.735122 0.1662 0.0740097 0.0510996 16.8873 0.0610208 0.00315561 0.000177352 -0.00029223 -2.79265E-06 -8.56741E-06 12 31.1579 0.00186367 179.058975 60.522129 10.5738 -6.03734 29.4722 0.0172 35.9172 35.8823 0.167 0.1474 0.074 0.441 0 -0.06 0.004 0.015 0 0.02 0.829 0
2003fa 35 63 0 NULL 1 0.04016 0 0.04067 0 152.5026 0 10.552 4.257 83.3432 71.4444 62.464 52807.469 0.07 1.4796 0.099014 -0.0308885 0.0267789 16.4859 0.0356528 0.00456696 0.000149967 0.000217231 -3.08987E-06 -3.22404E-06 49 74.307 0.0113209 266.032227 40.880859 18.3787 -9.71313 41.9838 0.03354 36.1366 36.2714 0.1124 0.0875 -0.099 -0.882 0 0.053 0.005 -0.006 0.172 -0.009 0.645 0
2003hu 36 63 0 NULL 1 0.07472 0 0.07515 0 128.1988 0 11.019 0.041 28.5666 26.318 23.2582 52891.668 1.209 0.7605 0.3873 -0.131692 0.064666 17.4764 0.1119 0.0018342 0.00018906 0.00440007 -1.33809E-05 -1.13175E-05 15 18.9325 0.2168 287.879669 77.893028 15.7522 15.327 40.4106 0.0516 37.1921 37.658 0.1203 0.1474 -0.424 -3.523 0 0.247 0.011 -0.057 0.034 -0.081 0.431 0
2003ic 37 63 0 NULL 1 0.05491 0 0.05581 0 271.4186 0 11.905 0.462 50.0072 41.6726 33.3348 52906.641 0.026 -1.75315 0.2032 -0.0197723 0.0336287 17.397 0.0391741 0.00197332 7.11988E-05 4.41747E-05 -2.25882E-06 -1.78875E-06 10 5.2559 0.8734 10.45973 -9.30531 16.0836 2.5265 27.0995 0.03268 36.5744 36.9823 0.1236 0.1101 -0.337 -2.724 0 -0.021 0.004 -0.003 -0.071 0.002 0.636 0
2003it 38 63 0 NULL 1 0.02419 0 0.02529 0 330.9598 0 11.267 0.026 47.616 41.6588 32.2571 52935.223 0.361 -1.59553 0.1673 0.0485029 0.0330701 16.1566 0.0501021 0.00618551 0.000285435 8.38441E-05 -6.71436E-06 -7.14625E-06 8 15.7337 0.046354 1.45218 27.452391 29.2478 -2.94117 30.227 0.05848 35.1339 35.2151 0.1451 0.1198 -0.046 -0.318 0 -0.048 0.002 0.009 -0.019 0.015 0.802 0
2003iv 39 63 0 NULL 1 0.03358 0 0.03501 0 430.097 0 10.816 3.872 62.4711 55.5505 55.5408 52934.16 0.291 -2.10561 0.1911 -0.0552037 0.0361392 16.8182 0.0768406 0.00336293 0.000238004 -0.000203742 8.13746E-07 -6.47535E-06 8 4.2529 0.8336 42.530182 12.84591 23.1096 -0.789329 29.0919 0.1144 35.9944 35.937 0.1228 0.1099 0.096 0.783 0 0.056 0.003 -0.02 -0.067 -0.023 0.629 0
2003U 41 63 0 NULL 1 0.02818 0 0.02846 0 84.2951 0 10.654 0.041 76.8939 71.4325 66.6775 52677.492 0.145 -2.13096 0.328 -0.0236711 0.0340297 16.2418 0.0417177 0.00571858 0.000219727 0.00332034 -3.28769E-05 -6.16251E-06 7 3.8357 0.7985 260.690125 62.16407 18.4575 -6.77673 27.2551 0.0258 35.3496 35.4767 0.134 0.1174 -0.092 -0.686 0 0.004 0.003 -0.007 -0.052 -0.005 0.699 0
2004as 43 63 0 NULL 1 0.03213 0 0.0328 0 202.6275 0 9.371 0.06 47.6302 41.6597 35.7216 53086.328 0.151 0.4069 0.1444 0.033411 0.02821 16.7039 0.0325259 0.00373625 0.000111929 0.000166774 -3.3027E-06 -2.69617E-06 16 22.1356 0.1389 171.413269 22.83029 17.4275 -5.82307 27.1301 0.0129 35.9901 35.7919 0.1288 0.0994 0.237 1.839 0 -0.042 0.003 0.007 -0.006 0.013 0.762 0
2004L 45 63 0 NULL 1 0.03341 0 0.03378 0 109.7825 0 10.626 0.047 52.6207 40.0058 34.4882 53031.699 0.648 -1.14626 0.2575 0.1985 0.0334803 17.1487 0.0438488 0.00248031 0.000100171 -0.000780792 6.71618E-06 -2.72871E-06 17 35.2333 0.0088333 156.767197 16.018829 8.8736 0.7 28.6566 0.02752 35.7031 35.8574 0.1504 0.1138 -0.116 -0.768 0 -0.108 0.008 0.032 -0.003 0.038 0.91 0
2005hc 52 64 0 NULL 1 0.04497 0 0.04597 0 298.4453 0 10.61 0.161 45.4588 43.4818 39.9846 53668.305 0.142 0.425 0.12 -0.00579478 0.0275612 17.1384 0.0336451 0.00250397 7.75939E-05 -6.06269E-05 -7.61986E-07 -1.76495E-06 54 73.2669 0.0503636 29.199789 -0.21373 8.7134 -3.72737 37.2214 0.02752 36.6309 36.5458 0.1028 0.0645 0.123 1.198 0 -0.002 0.003 -0.003 0.009 0 0.658 0
2005hf 53 64 0 NULL 1 0.04205 0 0.04341 0 406.0128 0 11.182 0.017 41.6717 35.7115 34.4861 53664.059 0.083 -1.92816 0.1665 -0.0641186 0.0384837 17.0364 0.0522952 0.00275068 0.000132489 0.00199568 -9.56603E-06 -4.17079E-06 29 17.2931 0.9689 21.77496 19.116899 4.831 5.9208 30.8773 0.04644 36.2637 36.4173 0.1192 0.1101 -0.118 -0.99 0 0.066 0.003 -0.022 -0.077 -0.027 0.591 0
2005hj 54 64 0 NULL 1 0.05592 0 0.05684 0 274.046 0 10.047 0.013 47.6265 41.681 41.6765 53672.887 0.682 2.2663 0.3383 -0.038591 0.0315791 17.4529 0.0417959 0.00187437 7.21545E-05 -0.000466232 2.81292E-06 -1.78269E-06 27 34.0125 0.1657 21.701651 -1.23814 9.5832 3.134 32.5638 0.03354 37.0658 37.0237 0.119 0.1078 0.113 0.952 0 0.188 0.03 -0.006 0.983 -0.011 0.602 0
2005ki 56 64 0 NULL 1 0.02066 0 0.02024 0 -126.956 0 10.939 0.185 66.6709 66.6708 28.5739 53705.344 0.088 -1.64335 0.0601305 -0.0703903 0.0301533 15.3395 0.0357889 0.0131277 0.000432725 -0.000149493 -2.28517E-06 -1.05775E-05 33 29.6125 0.6366 160.117584 9.20228 14.6942 -11.6289 39.3122 0.02752 34.6173 34.7232 0.1238 0.1048 -0.046 -0.375 0 0.11 0.002 -0.032 -0.016 -0.039 0.669 0
2005lu 58 64 0 NULL 1 0.03154 0 0.03191 0 110.05 0 10.113 4.474 52.6491 45.4595 29.4098 53711.379 1.616 0.5624 0.4754 0.1357 0.0989665 16.9362 0.1681 0.00301659 0.000467008 0.0132239 -5.0121E-05 -4.53701E-05 21 13.1437 0.9291 39.01564 -17.26375 6.8003 15.2846 39.5417 0.02236 35.9145 35.7307 0.1352 0.0932 0.222 1.646 0 -0.071 0.006 0.018 0.057 0.026 0.888 0
2005lz 59 64 0 NULL 1 0.03917 0 0.0415 0 698.8987 0 11.301 3.553 55.5455 52.6341 47.6257 53736.086 0.153 -1.19545 0.1352 0.0910838 0.0314549 17.4123 0.0576594 0.00194569 0.000103328 -0.000113159 -1.5224E-06 -2.47666E-06 31 60.6227 0.00113928 32.707199 34.982731 11.5013 -5.53653 41.4 0.0774 36.3379 36.3166 0.1326 0.0971 0.057 0.43 0 -0.091 0.005 0.021 -0.015 0.03 0.824 0
2005mc 60 64 0 NULL 1 0.02602 0 0.02639 0 111.0308 0 10.805 0.543 71.4134 66.6479 62.4929 53733.84 0.149 -2.6748 0.1216 0.2355 0.0302162 17.0163 0.0398188 0.00280218 0.000102768 -7.76381E-05 -8.13697E-07 -2.45804E-06 30 52.1407 0.00735497 126.776154 21.64628 11.701 -2.48803 44.3159 0.0387 35.2431 35.3094 0.1491 0.1112 -0.031 -0.209 0 -0.156 0.04 0.058 -0.207 0.049 0.916 0
2005ms 61 64 0 NULL 1 0.0259 0 0.02651 0 183.1109 0 10.679 0.102 83.3475 76.9347 76.9256 53744.188 0.066 0.4171 0.0801881 -0.0306288 0.0269767 15.9024 0.03483 0.00781686 0.000250762 -3.80035E-05 -2.48648E-06 -5.58056E-06 26 30.9338 0.2307 132.309677 36.129639 10.6879 -7.55585 43.007 0.02924 35.413 35.3194 0.1248 0.1025 0.129 1.031 0 0.026 0.002 -0.01 -0.006 -0.01 0.695 0
2005na 62 64 0 NULL 1 0.02683 0 0.02689 0 16.2914 0 11.55 3 76.9375 71.4147 58.8155 53741.461 0.453 -0.415475 0.1052 -0.028135 0.0310386 15.8451 0.0568701 0.00824099 0.000431657 -0.000436143 8.9185E-06 -1.07068E-05 27 43.3619 0.0321006 105.402748 14.13299 8.7425 3.7185 43.6556 0.06622 35.2201 35.3509 0.1264 0.1049 -0.096 -0.757 0 0.022 0.002 -0.009 -0.012 -0.009 0.697 0
2006ac 63 64 0 NULL 1 0.02395 0 0.02349 0 -136.237 0 10.984 0.098 71.4254 66.6603 58.8265 53781.848 0.087 -1.03034 0.0686618 0.0473398 0.0268847 15.9043 0.0311672 0.00780303 0.000223994 -3.96034E-05 -1.39609E-06 -5.26409E-06 49 70.2335 0.0249485 190.437057 35.068871 8.9151 -4.28382 44.5792 0.01376 34.9691 35.0519 0.1378 0.1082 -0.048 -0.346 0 -0.043 0.002 0.009 0 0.014 0.804 0
2006ah 64 64 0 NULL 1 0.05097 0 0.05067 0 -91.4401 0 5 10 31.2521 23.8125 9.8996 53774.883 0.48 -0.633227 0.4151 0.0964831 0.0753678 17.9552 0.1205 0.00118007 0.000130957 0.0188197 -3.88641E-05 -9.18254E-06 15 27.2133 0.0391724 206.556427 -9.13109 7.6079 11.0603 31.9085 0.04128 36.9139 36.7645 0.1717 0.1566 0.187 1.092 0 -0.11 0.008 0.025 -0.034 0.035 0.809 0
2006ak 65 64 0 NULL 1 0.0389 0 0.04093 0 610.3763 0 11.204 0.058 50 43.4887 41.678 53781.719 0.69 -1.26019 0.1411 0.0290552 0.0406452 16.9695 0.0718337 0.00292551 0.000193556 -0.0016982 8.5912E-06 -6.68679E-06 29 21.3816 0.8449 167.386002 28.63101 8.6639 6.4057 44.855 0.02838 36.0803 36.2857 0.1346 0.1132 -0.17 -1.26 0 -0.057 0.003 0.01 -0.017 0.018 0.732 0
2006al 66 64 0 NULL 1 0.06905 0 0.06877 0 -81.2843 0 10.223 0.01 38.4646 35.7101 33.3218 53787.156 0.041 -1.40125 0.2117 -0.0909926 0.0334159 18.1336 0.0371632 0.00100127 3.4272E-05 0.000727861 -2.38882E-06 -9.28518E-07 21 15.1294 0.8164 159.867661 5.18344 11.2449 3.8922 39.4009 0.0215 37.482 37.4557 0.1062 0.1047 0.068 0.642 0 0.126 0.007 -0.031 -0.063 -0.045 0.493 0
2006ax 67 64 0 NULL 1 0.01773 0 0.01754 0 -56.5091 0 5 10 66.6863 66.6452 58.8436 53827.508 0.039 0.2622 0.0388688 -0.0651353 0.026256 14.823 0.039591 0.0211256 0.000770337 -9.46919E-05 2.78346E-08 -1.61197E-05 60 86.916 0.0131327 171.014297 -12.29153 9.8608 -10.026 41.9793 0.04386 34.314 34.4079 0.1292 0.1141 -0.034 -0.266 0 0.121 0.003 -0.035 -0.013 -0.043 0.669 0
2006bb 68 64 0 NULL 1 0.02524 0 0.02557 0 98.3338 0 10.945 0.25 62.5154 58.8189 52.6179 53813.91 0.609 -2.23798 0.2084 -0.0397487 0.0566921 16.0813 0.095408 0.00662974 0.000582582 0.00518893 -5.41914E-05 -2.8118E-05 15 9.4293 0.8947 128.379562 41.51783 5.8634 12.9429 28.5353 0.02924 35.2009 35.2395 0.1519 0.1479 -0.003 -0.023 0 0.035 0.003 -0.014 -0.063 -0.016 0.683 0
2006bq 70 64 0 NULL 1 0.02146 0 0.02189 0 129.8604 0 10.925 0.415 83.3458 83.3425 83.3378 53848.285 0.182 -1.70555 0.0704383 0.0632346 0.0282285 15.963 0.0450532 0.0073926 0.00030676 -7.12946E-05 1.35823E-06 -6.80485E-06 50 86.9788 0.00125803 279.995575 39.982319 6.8194 2.1291 42.212 0.0516 34.872 34.8961 0.1428 0.1124 0.035 0.248 0 -0.051 0.002 0.01 -0.021 0.016 0.831 0
2006bw 72 64 0 NULL 1 0.03079 0 0.03155 0 225.8443 0 10.36 0.132 71.4465 71.4116 52.6283 53850.32 0.597 -1.94818 0.1563 0.135 0.0460072 16.8057 0.0874038 0.00340199 0.000273867 0.00188694 -1.69146E-05 -1.09596E-05 20 22.8481 0.2963 218.486694 3.79884 11.5364 8.6921 39.767 0.03182 35.4554 35.7055 0.1509 0.1189 -0.211 -1.4 0 -0.095 0.005 0.022 -0.062 0.029 0.874 0
2006cj 73 64 0 NULL 1 0.06839 0 0.06845 0 18.6503 0 10.921 0.125 50.0098 41.6667 41.6627 53876.77 1.181 2.1227 0.6931 -0.0695003 0.0296084 17.8853 0.0366536 0.00125863 4.24902E-05 0.00183705 9.67806E-06 -9.33833E-07 30 13.6894 0.997 194.852158 28.347601 4.6436 2.3712 21.059 0.01032 37.615 37.4451 0.1173 0.123 0.212 1.806 0 0.217 0.024 -0.014 0.777 -0.03 0.509 0
2006cp 75 64 0 NULL 1 0.02334 0 0.02249 0 -254.766 0 10.183 0.352 66.6969 66.6667 62.4921 53897.746 0.073 0.3595 0.0803868 0.080036 0.0272533 15.7389 0.0340767 0.00908716 0.000285208 -0.000181147 -1.80846E-06 -6.44032E-06 21 20.9855 0.4598 184.812042 22.427191 28.3098 -12.3036 35.6155 0.02408 34.91 34.9558 0.145 0.1125 0.014 0.095 0 -0.052 0.003 0.011 -0.003 0.017 0.856 0
2006cq 76 64 0 NULL 1 0.04921 0 0.04949 0 81.3431 0 11.178 0.401 62.5085 58.8339 58.8243 53890.047 0.354 -0.0826784 0.5103 0.0142279 0.0292012 17.3345 0.0319226 0.0020902 6.14557E-05 0.00445754 -8.78315E-06 -1.53251E-06 10 12.1582 0.3519 201.104324 30.9562 32.3518 -3.54703 36.4428 0.01376 36.6736 36.7115 0.1258 0.104 0 0.001 0 -0.046 0.004 0.006 -0.035 0.013 0.696 0
2006en 78 64 0 NULL 1 0.0308 0 0.03161 0 242.708 0 11.068 0.058 66.6795 62.5129 58.8471 53973.145 0.453 -0.436747 0.1064 0.051737 0.0302202 16.5708 0.0533006 0.00422363 0.000207345 -0.000621463 5.76726E-06 -4.96824E-06 29 59.4401 0.00107567 347.521057 30.22328 7.7713 4.0995 37.8649 0.05504 35.719 35.7097 0.1311 0.0988 0.048 0.367 0 -0.049 0.003 0.011 -0.011 0.016 0.793 0
2006gr 82 64 0 NULL 1 0.03344 0 0.03434 0 267.5809 0 11.005 0.432 76.9086 62.5229 55.5621 54013.359 0.066 0.8088 0.0722063 0.0955204 0.0288567 16.7607 0.0536091 0.00354601 0.000175087 -0.000204105 2.23973E-07 -3.91927E-06 53 72.0889 0.0416282 338.094482 30.828831 18.4106 -10.6628 41.4315 0.0731 35.9507 35.894 0.1315 0.0926 0.096 0.726 0 -0.058 0.004 0.014 0.036 0.021 0.844 0
2006gt 83 64 0 NULL 1 0.04362 0 0.04486 0 370.5629 0 10.361 0.401 47.6271 45.4627 25.6367 53999.578 0.051 -2.93196 0.2013 0.0047882 0.0520685 17.6009 0.0621587 0.00163551 9.36332E-05 0.00136256 -6.27243E-06 -4.34996E-06 26 34.4 0.1547 14.07216 -1.62963 6.7078 7.3883 29.4449 0.03182 36.5448 36.491 0.1528 0.1479 0.092 0.601 0 -0.062 0.029 0.009 -0.26 0.008 0.691 0
2006hb 85 64 0 NULL 1 0.01496 0 0.01531 0 103.3443 0 10.913 2.886 83.3361 76.9335 22.7257 54001.23 0.018 -2.48331 0.0929519 0.0411658 0.0337178 15.1327 0.0405494 0.0158831 0.00059319 -0.000488218 -6.02147E-06 -1.71412E-05 45 29.3123 0.966 75.505432 -21.13199 8.7827 6.1386 44.5138 0.02322 34.0949 34.109 0.1522 0.1331 -0.006 -0.036 0 -0.024 0.004 0.004 -0.036 0.006 0.782 0
2006is 87 64 0 NULL 1 0.03153 0 0.03048 0 -315.834 0 5 10 71.4342 71.4183 50 54004.746 0.553 2.4432 0.2639 -0.0667177 0.032344 15.8913 0.0544479 0.00789758 0.000396051 -0.000481106 -3.17123E-05 -9.29577E-06 34 29.8124 0.7166 79.393219 -23.781851 19.3184 10.3806 47.1919 0 35.6255 35.6288 0.1309 0.1226 0.035 0.27 0 0.198 0.052 -0.025 0.749 -0.029 0.636 0
2006je 88 64 0 NULL 1 0.03712 0 0.03837 0 373.8058 0 11.501 0.053 45.4576 33.3371 14.7107 54010.039 0.018 -2.29622 0.2241 0.0188459 0.0707976 17.2628 0.1078 0.002233 0.000221737 0.00743809 -3.58952E-05 -1.41081E-05 15 15.6016 0.409 27.72193 33.098129 10.6726 18.6959 44.606 0.03956 36.2472 36.1414 0.1738 0.1722 0.142 0.815 0 -0.055 0.005 0.007 -0.118 0.012 0.726 0
2006mo 93 64 0 NULL 1 0.03597 0 0.03682 0 253.4644 0 11.022 0.471 58.8339 58.8037 55.5756 54047.629 0.284 -2.20453 0.1151 0.0380229 0.0314391 17.1811 0.0444196 0.00240736 9.84898E-05 -0.00056921 1.65015E-06 -2.42354E-06 22 24.6394 0.3146 11.66033 36.332691 8.6227 -2.29787 32.3171 0.0387 36.1169 36.0493 0.1309 0.103 0.103 0.789 0 -0.063 0.005 0.011 -0.09 0.016 0.761 0
2006mp 94 64 0 NULL 1 0.0228 0 0.0221 0 -209.598 0 9.5 4.853 90.9112 83.3372 76.9331 54054.281 0.109 0.9113 0.1532 0.0245584 0.0274371 15.749 0.0352243 0.00900342 0.000292096 0.00014148 -3.95627E-06 -6.56939E-06 15 16.4456 0.3531 258.000824 46.555981 5.8809 -8.03086 12.4912 0.03096 35.1308 34.9172 0.1394 0.1143 0.273 1.96 0 -0.026 0.002 0.005 0.029 0.01 0.778 0
2006N 96 64 0 NULL 1 0.01408 0 0.01402 0 -19.1358 0 10.544 0.437 111.1132 111.1023 100 53760.719 0.157 -2.06224 0.0656589 -0.0271883 0.0298575 14.8758 0.0603049 0.0201223 0.00111765 -0.000204395 6.27995E-06 -2.59469E-05 51 66.4864 0.0713942 92.13028 64.723557 9.8495 0.6125 41.9094 0.08256 33.9907 33.9157 0.1587 0.1503 0.084 0.527 0 0.021 0.003 -0.009 -0.031 -0.009 0.73 0
2006oa 98 64 0 NULL 1 0.05884 0 0.0589 0 15.2095 0 9.156 0.115 50.0179 45.4664 45.4596 54067.141 0.154 1.2708 0.2476 0.00950529 0.0295079 17.6532 0.0375997 0.00155854 5.39732E-05 0.00135502 -4.33247E-06 -1.27591E-06 37 47.9052 0.1081 320.928925 -0.84347 5.6644 -8.52056 15.9834 0.0344 37.1455 37.1041 0.1148 0.0927 0.113 0.98 0 -0.024 0.007 0.006 0.145 0.015 0.642 0
2006ob 99 64 0 NULL 1 0.05824 0 0.05895 0 211.686 0 11.742 0.048 35.7217 33.3354 32.255 54063.098 0.148 -2.39049 0.1576 -0.00472838 0.0307247 17.9815 0.0350426 0.00115183 3.71757E-05 8.45698E-05 -9.53337E-07 -9.13089E-07 39 45.3686 0.2237 27.95055 0.26346 7.5493 -4.60999 30.26 0.02752 37.1098 37.1061 0.1004 0.0672 0.075 0.746 0 -0.051 0.007 0 -0.147 0.008 0.614 0
2006on 100 64 0 NULL 1 0.06884 0 0.06888 0 11.9322 0 10.292 0.014 27.7751 25.649 23.8196 54064.156 0.684 0.9577 0.7317 0.1106 0.0483849 18.2692 0.0873995 0.000883718 7.11375E-05 0.0127496 -1.88927E-05 -2.68439E-06 12 8.3197 0.8222 328.993683 -1.07022 5.6148 -2.77088 20.5133 0.1204 37.5358 37.4593 0.1476 0.1469 0.118 0.802 0 -0.167 0.018 0.042 0.079 0.06 0.65 0
2006or 101 64 0 NULL 1 0.02167 0 0.0204 0 -379.549 0 11 0.059 40.0066 38.4615 10.6383 54056.613 0.913 -1.21643 0.3643 0.21 0.0277198 16.5344 0.0654089 0.00436737 0.000263107 0.000555892 -1.20551E-05 -5.21173E-06 11 4.002 0.9699 177.01445 30.35639 23.4367 13.6242 43.8846 0.0301 35.0145 34.7406 0.1624 0.1295 0.333 2.053 0 -0.087 0.006 0.026 0.002 0.031 0.92 0
2006qo 102 64 0 NULL 1 0.02885 0 0.02894 0 26.3962 0 9.481 0.029 62.5044 55.562 52.649 54083.027 0.069 0.3907 0.0628346 0.194 0.0273885 16.6012 0.0370898 0.00410686 0.000140294 -6.77512E-05 -8.21227E-07 -3.15099E-06 45 57.1765 0.1053 120.035088 56.368679 8.7618 -11.2495 43.8889 0.0344 35.3396 35.5138 0.1404 0.0985 -0.139 -0.991 0 -0.089 0.007 0.022 -0.003 0.03 0.912 0
2006sr 103 64 0 NULL 1 0.02298 0 0.02384 0 258.3126 0 10.757 0.05 62.5141 52.6277 47.6266 54092.832 0.126 -1.4246 0.1172 0.0111358 0.0309107 15.9325 0.058455 0.0076031 0.000409344 0.000116728 -1.46262E-06 -9.7258E-06 34 38.4792 0.2739 0.89593 23.19602 12.7394 -2.68137 41.2962 0.07998 35.0491 35.0846 0.1356 0.1111 0 -0.002 0 -0.023 0.002 0.003 -0.011 0.006 0.758 0
2006td 104 64 0 NULL 1 0.01504 0 0.01451 0 -158.416 0 9.343 4.691 90.92 83.3433 66.654 54098.91 0.258 -1.40701 0.1119 0.1181 0.0297514 15.5163 0.0571 0.011155 0.000586654 -0.000155652 3.37484E-06 -1.36728E-05 19 10.7798 0.931 29.56567 36.34938 21.6218 0.2461 39.5867 0.07568 34.2256 33.9911 0.1723 0.1472 0.243 1.411 0 -0.061 0.005 0.014 -0.008 0.02 0.884 0
