CID CIDint IDSURVEY TYPE FIELD CUTFLAG_SNANA zCMB zCMBERR zHD zHDERR VPEC VPEC_ERR HOST_LOGMASS HOST_LOGMASS_ERR SNRMAX1 SNRMAX2 SNRMAX3 PKMJD PKMJDERR x1 x1ERR c cERR mB mBERR x0 x0ERR COV_x1_c COV_x1_x0 COV_c_x0 NDOF FITCHI2 FITPROB RA DECL TGAPMAX TrestMIN TrestMAX MWEBV MU MUMODEL MUERR MUERR_RAW MURES MUPULL ERRCODE biasCor_mu biasCorErr_mu biasCor_mB biasCor_x1 biasCor_c biasScale_muCOV IDSAMPLE
160200 160200 15 1 NULL 1 0.4235 0.001 0.42353 0.001 8.6676 0 10.867 0.145 10.3879 9.7638 3.561 55711.277 0.581 -0.173163 0.8694 0.169 0.0861436 22.8716 0.0781159 1.27452E-05 9.16987E-07 -0.0126798 -2.28699E-07 -5.13912E-08 51 42.7202 0.817 242.607559 54.149574 7.728 -12.5607 44.2767 0.0098 41.9487 41.8313 0.2788 0.3386 0.11 0.393 0 -0.37 0.025 0.041 -0.239 0.101 0.614 1
170428 170428 15 1 NULL 1 0.3001 0.001 0.30012 0.001 5.0934 0 9.1073 0.1 24.6348 24.5931 18.3826 55738.012 0.493 -0.991886 0.2311 -0.00873583 0.0305007 21.8147 0.0436626 3.37382E-05 1.35677E-06 0.000973831 -8.3657E-08 -3.21772E-08 58 46.6458 0.8781 243.618469 54.003021 8.4615 -12.0102 44.8377 0.0076 41.0676 40.9565 0.1212 0.0913 0.113 0.932 0 -0.072 0.004 -0.004 -0.24 0.008 0.725 1
180166 180166 15 1 NULL 1 0.1476 0.001 0.14761 0.001 2.6184 0 10.88 0.078 46.4434 42.9983 38.7617 55763.758 0.142 0.6039 0.1104 0.043707 0.0253643 19.8994 0.0309359 0.000196896 5.61016E-06 7.90316E-05 -1.0496E-07 -1.208E-07 38 52.2811 0.075751 242.842651 55.064201 8.7146 -14.3416 37.8574 0.0066 39.2415 39.2278 0.1169 0.0753 0.008 0.069 0 -0.051 0.004 0.014 0.036 0.019 0.777 1
180561 180561 15 1 NULL 1 0.2288 0.001 0.22853 0.001 -82.3714 0 8.444 0.724 24.2915 22.3796 21.5745 55784.09 0.181 0.00503994 0.2143 0.144 0.0316871 21.4289 0.0436519 4.81346E-05 1.93525E-06 0.00108648 -1.66519E-07 -4.60203E-08 44 51.4051 0.2373 334.462433 1.468442 7.4822 -13.4051 44.9663 0.0421 40.2936 40.2813 0.1357 0.0964 0.003 0.02 0 -0.091 0.007 0.023 -0.009 0.03 0.868 1
190230 190230 15 0 NULL 1 0.1388 0.001 0.1388 0.001 0 0 10.874 0.028 50.4347 46.5866 44.163 55799.871 0.14 -1.40579 0.1351 -0.0663034 0.0280074 19.814 0.0414938 0.000213006 8.14051E-06 0.000188558 -1.42747E-07 -1.79962E-07 31 29.3673 0.6005 333.936981 0.422539 9.5635 -7.25397 44.2366 0.049 39.1818 39.0821 0.1031 0.0813 0.022 0.212 0 0.015 0.006 -0.013 -0.077 -0.011 0.573 1
190260 190260 15 1 NULL 1 0.1436 0.001 0.14343 0.001 -51.5717 0 10.833 0.042 40.4393 39.3925 33.3746 55810.699 0.103 0.9768 0.1226 -0.0426496 0.0302266 19.5805 0.0612502 0.000264121 1.49E-05 0.000360489 -2.79523E-07 -3.53851E-07 41 42.8383 0.435 333.966827 -0.825158 9.5234 -14.1503 44.2012 0.0957 39.2429 39.1598 0.1052 0.0792 0.005 0.05 0 0.006 0.003 0 0.05 0 0.609 1
300105 300105 15 1 NULL 1 0.0919 0.001 0.09201 0.001 34.4204 0 9.866 0.059 52.5077 51.783 43.8981 55784.695 0.076 0.3349 0.0898563 0.0777468 0.0269583 19.1743 0.0391934 0.000383948 1.38599E-05 9.16401E-05 -2.77386E-07 -3.04327E-07 40 27.4456 0.9482 351.710297 -0.730058 8.2335 -14.723 44.5551 0.037 38.2988 38.1227 0.1197 0.0804 0.164 1.373 0 -0.055 0.005 0.015 0.004 0.019 0.779 1
310025 310025 15 1 NULL 1 0.1568 0.001 0.1568 0.001 0 0 10.094 0.158 44.9851 37.2611 31.0852 55793.395 0.108 1.8483 0.2545 -0.0697394 0.030924 19.716 0.0506667 0.000233134 1.08794E-05 6.10248E-05 -1.67349E-06 -2.33361E-07 18 7.7164 0.9893 35.704994 -4.897872 7.8624 14.0005 39.8285 0.0221 39.4866 39.3714 0.1189 0.1094 0.11 0.921 0 0.08 0.012 0.002 0.338 -0.007 0.592 1
310042 310042 15 1 NULL 1 0.2388 0.001 0.23851 0.001 -87.7269 0 11.645 6.779 22.9999 9.2358 3.7977 55810.801 0.066 1.2828 0.6051 -0.0459035 0.1364 20.8758 0.2091 8.01077E-05 1.54291E-05 0.0274987 -3.73761E-06 -2.0566E-06 7 10.4171 0.237 351.45108 -1.723219 11.2903 -0.16066 39.9194 0.0487 40.5584 40.3863 0.2592 0.291 0.178 0.688 0 0.045 0.005 0.005 0.219 -0.002 0.696 1
310073 310073 15 1 NULL 1 0.1496 0.01 0.14949 0.01 -32.7337 0 9.3124 0.1 37.006 32.133 31.9887 55805.809 0.277 0.3825 0.2288 -0.187336 0.0338568 19.6933 0.0535114 0.000238051 1.17325E-05 0.00293045 -1.63047E-06 -3.43093E-07 17 21.1527 0.2718 53.446918 -28.913206 11.3043 13.733 41.4708 0.0071 39.4734 39.2579 0.1411 0.1775 0.21 1.487 0 0.275 0.007 -0.081 -0.055 -0.099 0.459 1
310091 310091 15 1 NULL 1 0.5078 0.001 0.50718 0.001 -186.267 0 9.066 1.297 13.685 11.0258 8.6182 55820.996 0.527 -0.248906 0.4717 -0.0926472 0.0430855 22.7283 0.0524367 1.45435E-05 7.02394E-07 0.00351141 -2.23421E-07 -1.20163E-08 61 55.954 0.6588 353.126404 -0.104656 10.0051 -13.5826 44.5349 0.0304 42.3379 42.2983 0.1368 0.1698 0.043 0.316 0 -0.003 0.006 -0.033 -0.389 -0.025 0.46 1
310161 310161 15 1 NULL 1 0.2528 0.001 0.25249 0.001 -92.8593 0 9.577 0.348 32.2755 29.1036 21.8016 55839.258 0.166 0.1306 0.1761 -0.0290543 0.0266519 21.1274 0.0371986 6.3537E-05 2.17685E-06 0.000726713 -1.30688E-07 -4.74776E-08 49 55.6167 0.2716 352.965912 -0.660444 12.0396 -14.2419 43.8129 0.0274 40.569 40.5266 0.1137 0.0777 0.046 0.4 0 -0.01 0.002 -0.001 -0.015 0.002 0.721 1
310238 310238 15 1 NULL 1 0.2842 0.001 0.28397 0.001 -68.7984 0 9.906 0.167 27.6681 23.5072 23.424 55838.914 0.158 -0.285391 0.166 -0.0730534 0.0270228 21.1731 0.034256 6.09197E-05 1.92207E-06 0.000341062 -1.18084E-07 -3.90046E-08 47 59.7456 0.119 35.526791 -3.233292 6.3047 -12.6946 42.3243 0.0227 40.675 40.8182 0.1128 0.0854 -0.109 -0.963 0 0.027 0.002 -0.014 -0.099 -0.015 0.663 1
310574 310574 15 0 NULL 1 0.2368 0.001 0.2368 0.001 0 0 10.234 0.143 28.1814 24.1452 20.7984 55841.035 0.15 -0.382361 0.1611 -0.0158722 0.0314131 20.999 0.0396112 7.15163E-05 2.60915E-06 0.000606047 -1.63931E-07 -5.99679E-08 39 54.7246 0.0603903 352.985931 0.536272 12.9241 -14.9719 43.7513 0.033 40.3829 40.3686 0.1254 0.0966 0.02 0.163 0 -0.027 0.003 -0.001 -0.074 0.004 0.74 1
320258 320258 15 1 NULL 1 0.3412 0.001 0.34092 0.001 -83.6654 0 10.956 0.045 14.6879 14.2893 8.911 55854.172 0.442 -1.86171 0.3893 -0.05769 0.0432059 21.8791 0.0460202 3.17962E-05 1.34772E-06 0.00174292 -1.77432E-07 -3.90097E-08 41 61.4387 0.0209459 34.747997 -4.880739 6.0369 -14.6586 43.3151 0.0168 41.2428 41.2774 0.1485 0.1474 -0.048 -0.32 0 -0.084 0.009 -0.03 -0.624 -0.012 0.655 1
330022 330022 15 1 NULL 1 0.2641 0.001 0.26388 0.001 -64.4781 0 10.979 0.085 18.5011 11.681 10.9614 55870.172 0.21 -1.2453 0.2841 0.0157568 0.0441981 21.2382 0.0620053 5.73725E-05 3.27648E-06 0.00439042 -5.50683E-07 -1.0941E-07 38 64.3672 0.00645992 35.324085 -2.949125 6.3246 -14.6812 40.4213 0.0228 40.4179 40.6358 0.1451 0.1252 -0.215 -1.48 0 -0.075 0.006 -0.001 -0.232 0.01 0.763 1
330089 330089 15 1 NULL 1 0.349 0.001 0.34872 0.001 -83.2581 0 9.651 0.264 23.9567 17.4494 17.2133 55890.648 0.152 0.6839 0.5335 0.0371286 0.0359586 22.1168 0.0452262 2.55439E-05 1.06403E-06 0.00619168 -2.35883E-07 -3.09793E-08 26 32.4716 0.178 36.190273 -4.822142 14.817 -14.1861 37.5258 0.0238 41.4735 41.3347 0.1364 0.1155 0.126 0.923 0 -0.083 0.004 0.02 0.147 0.034 0.736 1
330128 330128 15 1 NULL 1 0.3212 0.001 0.32095 0.001 -75.8954 0 10.812 0.024 27.8223 21.5419 20.7139 55890.148 0.28 0.3975 0.3959 -0.079275 0.0310002 21.4158 0.0379296 4.87175E-05 1.70192E-06 0.00245479 -2.51062E-07 -4.01755E-08 26 30.7897 0.2362 36.822823 -3.821314 15.1286 -14.1062 38.6931 0.0253 41.07 41.125 0.122 0.1052 -0.09 -0.735 0 0.058 0.002 -0.013 0.004 -0.019 0.647 1
330146 330146 15 1 NULL 1 0.1352 0.001 0.13523 0.001 10.2852 0 10.7478 0.1 35.4683 29.5671 22.528 55892.906 0.258 -2.01884 0.3465 0.00487767 0.0332332 20.0954 0.0405493 0.000164379 6.13912E-06 0.0037659 -7.40799E-07 -1.62829E-07 14 30.1989 0.0112242 36.717678 -3.120553 20.3359 -11.8907 42.6008 0.0196 39.1654 39.0206 0.1215 0.097 0.067 0.551 0 -0.046 0.016 0.001 -0.117 0.008 0.692 1
340334 340334 15 1 NULL 1 0.3065 0.001 0.30666 0.001 48.0233 0 5 10 13.4713 12.955 11.7901 55913.316 0.859 -0.305633 0.4462 -0.0937961 0.0453911 21.6948 0.0569916 3.76788E-05 1.9778E-06 0.000722781 -2.8246E-07 -5.31327E-08 30 29.438 0.5464 163.263062 57.806374 13.0168 -2.07875 44.551 0.006 41.2335 41.0105 0.1577 0.1642 0.225 1.425 0 0.064 0.002 -0.025 -0.14 -0.03 0.639 1
350047 350047 15 1 NULL 1 0.2335 0.001 0.23362 0.001 36.9915 0 10.491 0.02 20.8129 18.9717 13.2049 55935.711 0.373 -2.39869 0.4159 -0.121707 0.0587762 21.2013 0.0751507 5.93559E-05 4.1084E-06 0.0108071 -1.28553E-06 -1.86906E-07 25 28.1895 0.3492 163.261978 58.136345 13.7875 -5.76592 40.4628 0.0067 40.5662 40.3354 0.1537 0.164 0.237 1.541 0 0.067 0.024 -0.058 -0.515 -0.056 0.609 1
350078 350078 15 1 NULL 1 0.3006 0.001 0.30078 0.001 55.2831 0 9.341 1.214 14.6986 12.013 10.2484 55932.207 1.448 0.306 0.4848 0.1357 0.0805114 22.2663 0.1381 2.22579E-05 2.83078E-06 0.00681651 -1.62113E-07 -2.1456E-07 35 24.8195 0.92 130.662643 43.784149 10.7692 -14.39 40.8413 0.0239 41.2531 40.962 0.1865 0.1755 0.293 1.571 0 -0.135 0.007 0.035 0.065 0.049 0.814 1
350083 350083 15 1 NULL 1 0.3676 0.001 0.36783 0.001 69.0019 0 9.755 0.426 28.964 17.3982 16.1879 55945.578 0.534 0.8382 0.3683 -0.0366217 0.0308841 21.7809 0.0392987 3.48053E-05 1.25979E-06 0.00073471 -1.23564E-07 -3.08959E-08 42 47.1954 0.3051 130.138016 44.373875 8.7783 -11.8359 44.4918 0.021 41.3506 41.4703 0.1245 0.1076 -0.121 -0.975 0 0.001 0.002 0.007 0.174 0.009 0.66 1
350233 350233 15 1 NULL 1 0.1692 0.001 0.1694 0.001 58.6392 0 9.181 0.145 40.7795 37.9257 31.6539 55957.742 0.122 -0.467611 0.1406 -0.00183745 0.0272605 20.341 0.0363762 0.000131103 4.39244E-06 0.000278653 -1.54386E-07 -9.58787E-08 28 38.4146 0.1134 149.466324 3.482358 11.0465 -13.819 42.4303 0.0278 39.614 39.5561 0.1153 0.0809 0.106 0.918 0 -0.035 0.004 0.003 -0.048 0.008 0.721 1
350316 350316 15 1 NULL 1 0.0796 0.001 0.07976 0.001 47.1214 0 8.624 0.566 56.6756 54.2073 54.0711 55965.121 0.076 -0.424436 0.0870924 -0.0622836 0.02763 18.2559 0.038006 0.000894626 3.13162E-05 0.000275714 -9.1143E-07 -7.18104E-07 18 16.3758 0.6321 131.46904 43.818844 11.9541 -13.4565 38.2552 0.0259 37.6965 37.7942 0.0997 0.0836 -0.172 -1.722 0 0.027 0.004 -0.008 -0.015 -0.01 0.526 1
350548 350548 15 1 NULL 1 0.1806 0.001 0.1806 0.001 0 0 10.636 0.006 39.2611 37.0228 34.2121 55964.266 0.133 0.8901 0.176 -0.0205274 0.0285514 20.1655 0.039416 0.0001541 5.59437E-06 0.00123554 -4.53809E-07 -1.30001E-07 21 19.254 0.6296 128.847778 44.913643 10.9309 -14.2942 43.2501 0.0254 39.7503 39.7098 0.1142 0.0813 0.017 0.153 0 -0.012 0.004 0.007 0.075 0.008 0.704 1
360112 360112 15 1 NULL 1 0.1806 0.01 0.18071 0.01 33.6971 0 9.381 0.36 52.1242 46.4289 42.9982 55985.137 0.143 1.1832 0.1557 -0.0536294 0.0286006 20.0485 0.0347225 0.000171635 5.489E-06 0.000442837 -2.39093E-07 -1.24274E-07 10 5.5833 0.8997 130.672516 43.59663 10.9309 -14.2677 25.5628 0.0232 39.7079 39.7113 0.1527 0.1557 -0.026 -0.173 0 0.028 0.004 0 0.105 -0.003 0.645 1
360140 360140 15 1 NULL 1 0.2307 0.01 0.23086 0.01 47.0207 0 8.834 1.377 35.3195 33.3236 24.8312 55975.082 0.234 0.027909 0.2369 -0.0375313 0.0283702 20.9442 0.0336923 7.52172E-05 2.33412E-06 0.000524211 -1.56212E-07 -5.39869E-08 23 34.0979 0.0829437 185.618042 47.716175 10.4865 -11.6933 44.2422 0.0118 40.3944 40.3062 0.1472 0.1372 0.094 0.641 0 -0.003 0.003 -0.004 -0.029 -0.001 0.705 1
360156 360156 15 1 NULL 1 0.0462 0.001 0.04582 0.001 -114.019 0 10.3 0.045 60.8582 54.061 -99 55988.633 0.181 -0.886559 0.1451 -0.0188894 0.0351514 17.3524 0.0423403 0.00205614 8.01829E-05 0.000123458 -4.02359E-06 -2.29893E-06 10 5.6189 0.8975 150.807251 1.895292 15.5016 -14.4812 41.881 0.0181 36.655 36.5385 0.1241 0.1211 0.155 1.246 0 -0.014 0.012 0.001 -0.013 0.003 0.579 1
370098 370098 15 1 NULL 1 0.2212 0.001 0.22146 0.001 77.4673 0 10.491 0.134 43.5629 34.8886 29.4638 56000.266 0.206 0.5363 0.1517 -0.0207583 0.0279057 20.6172 0.0330044 0.000101653 3.09005E-06 -0.000233562 -1.01986E-07 -6.65019E-08 23 22.0197 0.5781 150.006348 2.431106 10.5757 -13.0859 36.0944 0.0152 40.1487 40.2044 0.1204 0.0892 -0.065 -0.543 0 -0.013 0.003 0.004 0.039 0.006 0.729 1
370308 370308 15 1 NULL 1 0.2006 0.01 0.20073 0.01 37.862 0 11.239 0.037 55.2349 43.5062 32.3727 56006.613 0.567 0.7724 0.882 -0.126805 0.0303183 20.075 0.0377105 0.000167497 5.81761E-06 -0.00192737 -2.3873E-06 -1.07584E-07 2 2.0861 0.5547 131.31691 43.385666 7.4186 -7.01172 7.2396 0.0223 39.867 39.9651 0.1879 0.2215 -0.104 -0.554 0 0.155 0.004 -0.032 0.038 -0.049 0.579 1
370333 370333 15 1 NULL 1 0.0755 0.001 0.0755 0.001 0 0 8.7576 0.1 52.6856 41.4957 -99 56014.797 0.099 0.9243 0.1641 -0.0118297 0.0377874 18.2337 0.0447011 0.000913082 3.75927E-05 0.00189629 -3.36973E-06 -1.23298E-06 15 26.6362 0.0457079 164.380127 57.297749 14.8837 -13.3939 44.1897 0.0066 37.7448 37.6686 0.1208 0.1089 0.118 0.978 0 -0.019 0.005 0.004 0.027 0.007 0.614 1
370356 370356 15 1 NULL 1 0.0264 0.001 0.02627 0.001 -38.8281 0 6 1 62.0273 61.2786 -99 56015.852 0.094 -0.280934 0.1345 -0.0705648 0.0353083 15.8635 0.0487429 0.00810178 0.00036372 0.00108196 -2.89052E-05 -1.06716E-05 13 9.4271 0.8028 183.405457 46.483467 22.4237 -14.9669 42.3606 0.014 35.3443 35.2993 0.128 0.1452 0.08 0.626 0 0.04 0.017 -0.008 -0.007 -0.013 0.497 1
370369 370369 15 1 NULL 1 0.1912 0.01 0.19141 0.01 63.6825 0 11.387 0.062 36.0556 27.4326 20.786 56010.648 0.187 -0.882831 0.2751 -0.196981 0.0445368 19.6889 0.0634658 0.000239012 1.39713E-05 0.00719407 -2.58753E-06 -5.51819E-07 12 18.0416 0.1559 151.56633 2.406872 10.1661 -10.3762 27.4389 0.0411 39.3889 39.85 0.1364 0.1587 -0.479 -3.513 0 0.247 0.018 -0.143 -0.413 -0.123 0.501 1
370428 370428 15 1 NULL 1 0.1777 0.001 0.1777 0.001 0 0 10.124 0.085 47.1929 46.8355 35.9251 56007.18 0.212 0.6131 0.1521 -0.0916593 0.0266506 20.0416 0.0333697 0.000172725 5.30864E-06 -9.5426E-05 -2.11833E-07 -1.14277E-07 24 49.042 0.00279203 184.374832 47.54821 10.1954 -7.37441 44.283 0.0154 39.7076 39.6709 0.1059 0.0835 0.014 0.13 0 0.072 0.003 -0.018 0.015 -0.024 0.594 1
370563 370563 15 1 NULL 1 0.1852 0.001 0.18542 0.001 64.8483 0 10.859 0.09 44.8549 37.0559 30.5269 56024.191 0.179 1.1871 0.2456 -0.0203282 0.0297543 20.2788 0.038693 0.000138831 4.9476E-06 0.00227778 -6.05518E-07 -1.21159E-07 16 8.9417 0.9421 150.951843 2.646014 10.2176 -15.0278 16.9843 0.0201 39.9006 39.7732 0.1167 0.0852 0.109 0.937 0 -0.003 0.005 0.009 0.124 0.009 0.711 1
380279 380279 15 1 NULL 1 0.3491 0.001 0.34931 0.001 63.0238 0 10.971 0.026 12.4084 11.784 11.7768 56033.285 0.238 -1.74704 0.6014 -0.0409791 0.0396564 22.0345 0.0476552 2.75544E-05 1.20942E-06 0.00907851 -3.40572E-07 -3.55753E-08 22 13.7482 0.9339 149.827026 2.934883 8.2333 -14.8263 17.0752 0.0187 41.384 41.339 0.1372 0.1279 0.032 0.234 0 -0.114 0.009 -0.026 -0.634 -0.003 0.665 1
380378 380378 15 1 NULL 1 0.2712 0.001 0.27131 0.001 31.8066 0 10.364 0.514 36.4042 30.2536 29.07 56052.719 0.154 0.5201 0.1761 -0.126246 0.0252858 20.9039 0.0342052 7.80597E-05 2.4592E-06 0.000841789 -1.98351E-07 -5.07816E-08 40 39.4018 0.5418 213.52449 53.464809 10.3066 -12.7626 43.7378 0.0091 40.6535 40.7047 0.1038 0.0753 -0.017 -0.16 0 0.156 0.003 -0.034 0.004 -0.051 0.613 1
390264 390264 15 1 NULL 1 0.2921 0.001 0.29212 0.001 6.6387 0 9.619 0.515 29.6323 21.2492 17.883 56055.844 0.58 0.1494 0.3145 0.2335 0.0335923 21.8031 0.0514127 3.41004E-05 1.61475E-06 0.0019933 -1.21427E-07 -4.71301E-08 28 41.8004 0.0585209 243.373001 53.990917 7.6613 -7.1534 29.8411 0.007 40.4945 40.8889 0.1303 0.0929 -0.393 -3.014 0 -0.225 0.023 0.079 0.074 0.086 0.826 1
390471 390471 15 1 NULL 1 0.3704 0.001 0.37051 0.001 34.0983 0 10.504 0.209 27.7248 24.7491 22.2404 56068.926 0.332 0.9196 0.3045 -0.148418 0.0273747 21.3207 0.0336235 5.31752E-05 1.64675E-06 0.00116674 -2.07535E-07 -3.26328E-08 29 53.6412 0.00503943 214.519836 53.013973 9.5603 -14.9835 28.7409 0.0091 41.1277 41.4888 0.1114 0.0957 -0.363 -3.257 0 0.243 0.004 -0.028 0.151 -0.067 0.589 1
420100 420100 15 1 NULL 1 0.0963 0.001 0.09641 0.001 32.3552 0 10.841 0.194 17.1684 15.3181 15.1851 56128.852 1.233 -1.96967 0.4353 -0.14244 0.0919908 18.7501 0.1719 0.000567493 8.98665E-05 0.0269977 -2.39312E-05 -7.15961E-06 15 11.6993 0.7644 333.105316 0.851417 9.9302 7.0615 43.3229 0.0389 38.1539 38.2306 0.1401 0.1801 -0.157 -1.123 0 0.171 0.019 -0.053 -0.131 -0.066 0.442 1
420159 420159 15 1 NULL 1 0.1808 0.001 0.18058 0.001 -65.465 0 11.338 0.011 51.1182 39.9018 39.484 56154.203 0.178 0.2626 0.2064 -0.0573036 0.0270087 20.0398 0.03627 0.000173019 5.77987E-06 0.000723618 -2.83725E-07 -1.24555E-07 17 29.7568 0.039879 333.684479 1.217831 25.2122 -14.8913 45.0045 0.0347 39.6357 39.7095 0.109 0.0814 -0.097 -0.889 0 0.015 0.003 -0.007 -0.01 -0.006 0.641 1
420258 420258 15 1 NULL 1 0.2748 0.001 0.27446 0.001 -101.269 0 11.463 0.013 18.0969 15.9344 12.3202 56167.879 0.37 0.9126 0.3249 0.2525 0.0412442 21.961 0.0564483 2.94853E-05 1.53297E-06 -0.000366417 -1.75786E-07 -4.66675E-08 39 40.4979 0.4483 352.427765 0.705361 21.864 -12.7565 42.6504 0.0335 40.6909 40.7334 0.1607 0.138 -0.008 -0.049 0 -0.161 0.023 0.078 0.339 0.079 0.834 1
420407 420407 15 1 NULL 1 0.2454 0.001 0.2451 0.001 -89.4935 0 10.504 0.158 17.2438 16.5306 13.4664 56174.453 0.304 -0.289812 0.2572 -0.0292431 0.0393292 21.1853 0.0634656 6.02401E-05 3.52127E-06 -0.000818302 -3.05768E-07 -9.88252E-08 31 24.3553 0.8313 333.949005 -0.315517 12.7566 -14.4017 43.9978 0.0727 40.62 40.4533 0.1436 0.1287 0.173 1.203 0 -0.014 0.003 -0.004 -0.069 0 0.724 1
420417 420417 15 1 NULL 1 0.3618 0.001 0.36135 0.001 -135.629 0 10.934 0.067 8.7026 8.3806 7.4948 56171.543 0.805 -0.172899 0.6883 -0.0307368 0.0588292 21.7594 0.0780422 3.55023E-05 2.55189E-06 0.00649663 -8.96945E-07 -7.415E-08 39 53.9961 0.0687661 333.495209 -0.191614 11.6672 -14.6305 42.3755 0.0685 41.267 41.425 0.2029 0.2227 -0.16 -0.788 0 -0.063 0.003 -0.007 -0.149 0.009 0.669 1
430004 430004 15 1 NULL 1 0.2318 0.001 0.23152 0.001 -85.4006 0 10.51 0.012 19.6185 18.906 12.0999 56187.152 0.466 1.3237 0.4209 0.0425965 0.0464447 20.8689 0.0799605 8.06188E-05 5.93728E-06 0.00795351 -1.83646E-06 -2.22712E-07 25 36.6845 0.0797803 351.113007 -0.754244 22.6265 -8.557 44.727 0.035 40.2776 40.3132 0.1523 0.1298 -0.029 -0.194 0 -0.001 0.007 0.022 0.308 0.019 0.806 1
440008 440008 15 1 NULL 1 0.1466 0.001 0.14648 0.001 -34.8536 0 10.064 0.21 45.7745 43.7132 39.2918 56216.336 0.146 -0.308936 0.1906 0.00867246 0.0264346 20.0035 0.0323893 0.000178898 5.33682E-06 0.00114274 -2.91277E-07 -1.21733E-07 22 19.544 0.6692 52.673477 -28.863211 10.4621 -10.319 22.7223 0.008 39.269 39.2096 0.1117 0.0756 0.054 0.481 0 -0.042 0.004 0.006 -0.031 0.012 0.707 1
440042 440042 15 1 NULL 1 0.1592 0.01 0.15948 0.01 85.1959 0 9.028 7.383 50.5306 41.5008 39.1221 56214.047 0.154 -1.48252 0.2184 0.00391304 0.0273662 20.4388 0.0351031 0.000119801 3.87331E-06 0.00107137 -2.33776E-07 -8.90755E-08 24 31.3358 0.1781 35.902134 -3.293964 6.8966 -6.41837 24.441 0.0212 39.5408 39.4118 0.1686 0.1663 0.177 1.05 0 -0.044 0.009 0.001 -0.103 0.008 0.718 1
440162 440162 15 1 NULL 1 0.4198 0.001 0.41929 0.001 -153.749 0 11.611 0.008 13.4929 12.8918 10.8079 56215.898 0.558 0.8835 0.5984 -0.0873322 0.0375787 22.0784 0.0471585 2.64622E-05 1.14937E-06 0.00565343 -4.24591E-07 -2.03903E-08 45 49.6989 0.3282 353.266052 -0.912667 10.5559 -8.02142 41.7317 0.0305 41.8056 41.8054 0.1456 0.1535 -0.008 -0.052 0 0.091 0.003 -0.004 0.166 -0.019 0.598 1
440509 440509 15 1 NULL 1 0.3192 0.01 0.31894 0.01 -77.8893 0 11.8593 0.1 15.1802 10.3572 9.5179 56229.125 0.599 -0.502527 0.6779 -0.0878735 0.0615703 21.4591 0.0850705 4.68105E-05 3.66773E-06 0.0271203 -1.75976E-06 -1.99009E-07 20 15.1198 0.8169 34.84964 -5.430367 19.623 -14.7905 33.5405 0.0189 41.0183 41.1092 0.1514 0.1544 -0.126 -0.829 0 0.044 0.003 -0.025 -0.189 -0.027 0.641 1
450175 450175 15 1 NULL 1 0.5196 0.001 0.51941 0.001 -56.4813 0 5 10 9.7288 9.2149 7.073 56237.516 1.295 -0.833918 0.7601 -0.143616 0.0751413 22.6906 0.0591127 1.50575E-05 8.19801E-07 0.0120862 -2.19747E-07 -2.6913E-08 36 29.4186 0.773 53.286446 -28.084442 7.8305 -14.484 43.2797 0.0063 42.3105 42.3605 0.1917 0.2684 -0.046 -0.242 0 0.084 0.009 -0.061 -0.72 -0.07 0.438 1
460003 460003 15 1 NULL 1 0.1506 0.001 0.15069 0.001 27.3114 0 10.8761 0.1 50.3932 48.1826 46.1163 56278.527 0.112 -0.821656 0.1152 -0.0620915 0.0276411 19.851 0.0353055 0.000205873 6.69447E-06 -0.000186043 -1.41313E-07 -1.48231E-07 21 29.7616 0.1244 128.83551 43.855457 7.8261 -8.63111 44.2357 0.0266 39.2962 39.2769 0.1063 0.0844 0.014 0.129 0 0.013 0.004 -0.012 -0.062 -0.009 0.594 1
460037 460037 15 1 NULL 1 0.3026 0.001 0.30249 0.001 -32.0459 0 9.655 0.309 17.693 17.105 11.6707 56279.281 0.668 0.7622 0.6672 -0.0591937 0.053132 21.3717 0.0756041 5.07355E-05 3.53291E-06 0.0156223 -1.57936E-06 -1.56012E-07 16 22.6178 0.1621 54.726967 -27.541098 9.1346 -12.9569 27.6435 0.0101 40.9746 40.9762 0.1536 0.1527 0 0.001 0 0.039 0.002 -0.003 0.111 -0.007 0.669 1
460105 460105 15 1 NULL 1 0.2106 0.01 0.21073 0.01 38.0035 0 11.601 0.037 35.073 28.0684 25.8279 56289.305 0.228 -1.68713 0.1846 -0.0872912 0.0359457 20.7196 0.0450885 9.25017E-05 3.84142E-06 0.000741625 -2.95113E-07 -1.06634E-07 26 19.3482 0.857 129.369904 44.045273 7.438 -14.6307 39.7469 0.0251 40.0896 40.0833 0.1517 0.1562 0 0.002 0 0.046 0.01 -0.031 -0.223 -0.03 0.634 1
470008 470008 15 1 NULL 1 0.2396 0.01 0.23943 0.01 -49.8421 0 10.3869 0.1 45.524 44.5817 24.8191 56298.883 0.28 0.7591 0.3048 -0.0595428 0.0324246 20.4193 0.0433934 0.000121978 4.87506E-06 0.0036608 -6.89364E-07 -1.43566E-07 16 15.1498 0.5847 53.08276 -29.013786 23.3052 -12.5662 43.8036 0.0076 40.0803 40.3957 0.1404 0.1306 -0.309 -2.203 0 0.035 0.003 -0.004 0.076 -0.007 0.681 1
